"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.181301870E-1,9.636661530E0,-6.967126727E-1,1.070208192E0
7.201646490E-1,9.615114212E0,-7.110779285E-1,1.070208192E0
7.221678790E-1,9.598354340E0,-7.254431248E-1,1.072602391E0
7.241674180E-1,9.576807022E0,-7.326257229E-1,1.084573388E0
7.262366870E-1,9.560047150E0,-7.254431248E-1,1.094150186E0
7.282712640E-1,9.562441826E0,-7.182605267E-1,1.103726983E0
7.303045330E-1,9.550470352E0,-7.230489254E-1,1.122880578E0
7.323046490E-1,9.543288231E0,-7.086837292E-1,1.137245774E0
7.343739560E-1,9.562441826E0,-6.943184733E-1,1.151610970E0
7.364091100E-1,9.572018623E0,-6.847416759E-1,1.185129881E0
7.384791100E-1,9.591172218E0,-6.823474765E-1,1.201889277E0
7.405145330E-1,9.569623947E0,-6.655880809E-1,1.223437071E0
7.425151490E-1,9.560047150E0,-6.607996821E-1,1.216254473E0
7.445152260E-1,9.540893555E0,-6.560112834E-1,1.225831270E0
7.465850720E-1,9.538499832E0,-6.440402865E-1,1.237802267E0
7.486201490E-1,9.536105156E0,-6.440402865E-1,1.244984865E0
7.506212250E-1,9.552865028E0,-6.344634295E-1,1.249773264E0
7.526208020E-1,9.536105156E0,-6.153098345E-1,1.264138460E0
7.546897640E-1,9.536105156E0,-5.961562395E-1,1.268926859E0
7.567251870E-1,9.528923035E0,-5.841852427E-1,1.264138460E0
7.587944950E-1,9.536105156E0,-5.698199868E-1,1.271321058E0
7.608300720E-1,9.545681953E0,-5.626373887E-1,1.278503656E0
7.628342640E-1,9.562441826E0,-5.267243981E-1,1.273715258E0
7.648347250E-1,9.560047150E0,-5.171475410E-1,1.271321058E0
7.669047640E-1,9.550470352E0,-5.123591423E-1,1.266532660E0
7.689401100E-1,9.555258751E0,-4.860229492E-1,1.264138460E0
7.709740720E-1,9.562441826E0,-4.692635238E-1,1.259350061E0
7.729742640E-1,9.583989143E0,-4.644751251E-1,1.261744261E0
7.750442640E-1,9.593565941E0,-4.644751251E-1,1.252167463E0
7.770798410E-1,9.603142738E0,-4.261679053E-1,1.244984865E0
7.791494560E-1,9.610325813E0,-4.118026793E-1,1.233013868E0
7.811853410E-1,9.607931137E0,-3.854664862E-1,1.204283476E0
7.831858790E-1,9.651026726E0,-3.543418646E-1,1.180341482E0
7.851865330E-1,9.660603523E0,-3.399766386E-1,1.161187768E0
7.872559950E-1,9.667786598E0,-2.992752194E-1,1.156399369E0
7.892913410E-1,9.715670586E0,-2.992752194E-1,1.149216771E0
